date,visits,donations,average_donation_value,region
2023-10-01,113,73,198.36,Europe
2023-08-01,484,271,50.93,North America
2023-07-24,297,281,5.01,Asia
2023-03-18,548,356,47.21,North America
2023-03-15,811,481,10.52,South America
2023-09-14,227,108,64.55,North America
2023-12-30,755,747,54.95,South America
2023-08-23,226,175,127.83,Asia
2023-03-05,680,321,80.42,South America
2023-12-12,792,638,127.59,Australia
2023-08-17,11,6,95.94,Australia
2023-06-18,800,280,141.74,Africa
2023-12-23,752,510,140.11,North America
2023-11-11,207,128,133.75,South America
2023-06-15,293,282,23.18,South America
2023-10-07,363,81,153.52,Australia
2023-11-19,544,503,21.69,Asia
2023-03-09,525,183,59.68,Africa
2023-02-22,52,38,183.15,South America
2023-08-25,296,279,156.61,Europe
2023-04-03,429,33,93.55,Europe
2023-12-25,720,570,177.18,Asia
2023-06-23,384,218,168.09,Asia
2023-05-31,503,326,30.25,Asia
2023-08-07,289,287,22.26,North America
2023-11-30,830,424,67.79,North America
2023-05-04,635,445,41.68,Asia
2023-08-07,50,27,50.42,North America
2023-11-24,68,31,60.17,North America
2023-02-22,488,207,15.52,Asia
2023-08-10,624,574,71.92,South America
2023-09-05,867,836,127.48,Australia
2023-05-27,465,93,91.16,Africa
2023-01-07,584,256,26.79,Asia
2023-12-23,61,37,153.84,Europe
2023-09-18,220,167,106.29,South America
2023-11-15,972,737,109.32,South America
2023-06-04,944,768,115.58,Africa
2023-07-05,809,522,38.66,Africa
2023-04-07,889,152,42.61,North America
2023-05-21,484,380,19.75,Australia
2023-04-21,71,22,110.18,South America
2023-11-14,593,153,123.14,Europe
2023-04-30,719,586,15.62,South America
2023-12-16,176,8,119.16,Asia
2023-03-04,628,582,45.38,North America
2023-10-04,851,721,90.23,North America
2023-06-25,896,836,120.96,North America
2023-06-21,981,103,115.16,South America
2023-12-03,637,275,168.92,Africa
2023-01-07,117,78,108.37,Australia
2023-02-09,40,24,10.3,Europe
2023-01-03,578,469,77.06,North America
2023-09-03,19,2,53.68,Asia
2023-05-28,739,738,22.43,Asia
2023-02-25,54,42,30.36,North America
2023-01-06,415,90,110.68,North America
2023-03-23,725,240,156.69,Africa
2023-07-14,777,136,15.04,North America
2023-08-12,808,408,109.66,South America
2023-11-03,541,55,73.52,Australia
2023-01-15,46,26,40.81,South America
2023-01-13,813,304,124.26,Australia
2023-07-29,316,134,110.43,Asia
2023-04-16,661,300,12.68,Australia
2023-06-22,892,795,9.02,Europe
2023-05-02,954,547,25.62,South America
2023-01-11,479,98,22.14,Europe
2023-10-19,580,450,108.25,South America
2023-05-06,166,161,49.78,Europe
2023-04-15,494,247,68.0,Asia
2023-09-17,940,481,108.47,North America
2023-08-07,93,6,168.34,Australia
2023-01-15,402,110,86.26,Europe
2023-09-12,192,86,134.02,North America
2023-04-20,469,285,153.58,Europe
2023-08-26,121,1,57.71,Africa
2023-09-28,422,252,79.07,Asia
2023-09-10,530,419,79.55,North America
2023-01-05,121,59,73.56,Africa
2023-12-07,976,522,61.59,South America
2023-05-01,651,57,38.4,South America
2023-04-02,839,758,76.94,South America
2023-05-31,325,248,64.52,North America
2023-05-02,325,215,21.43,Europe
2023-03-14,808,165,53.2,Europe
2023-01-25,363,82,142.44,Europe
2023-01-16,194,17,84.79,Australia
2023-10-02,878,354,146.04,South America
2023-09-19,873,356,154.41,Europe
2023-03-29,895,827,158.74,Europe
2023-01-25,789,518,93.02,Africa
2023-09-02,886,418,173.6,Europe
2023-11-14,158,101,93.76,North America
2023-01-04,136,69,147.22,South America
2023-11-20,467,174,10.48,Asia
2023-03-21,616,566,106.99,Asia
2023-10-12,897,53,75.61,South America
2023-10-12,423,328,87.73,Australia
2023-04-05,361,101,94.32,South America
2023-07-30,352,66,11.36,Europe
2023-07-04,136,125,13.96,North America
2023-05-19,114,24,154.25,Africa
2023-03-21,232,209,68.3,South America
2023-06-17,927,97,56.99,Europe
2023-09-11,807,336,141.15,Asia
2023-01-30,873,241,71.73,South America
2023-08-30,149,52,163.65,Asia
2023-09-26,384,239,77.41,Africa
2023-09-18,884,849,30.33,Africa
2023-07-19,667,404,170.7,Australia
2023-11-06,368,291,165.12,North America
2023-01-29,749,232,43.19,North America
2023-12-17,861,268,158.34,North America
2023-11-22,179,107,168.87,Australia
2023-06-04,128,14,139.32,North America
2023-11-11,192,73,103.54,Africa
2023-05-24,27,11,97.51,Asia
2023-08-26,845,384,118.54,North America
2023-02-12,750,331,16.9,Asia
2023-08-10,238,161,49.76,Asia
2023-06-23,529,24,64.21,Australia
2023-12-24,485,9,16.45,Europe
2023-09-26,830,589,49.88,Africa
2023-06-04,19,18,169.06,Africa
2023-08-27,108,93,157.31,Asia
2023-02-08,154,88,34.35,Europe
2023-03-07,626,129,183.33,North America
2023-10-29,789,354,85.07,South America
2023-01-04,177,36,155.92,Australia
2023-07-09,952,462,36.7,Africa
2023-03-26,433,425,45.76,Europe
2023-11-23,677,263,73.65,South America
2023-01-02,344,164,180.25,North America
2023-02-05,510,111,184.09,Asia
2023-05-01,695,446,104.66,Europe
2023-01-26,56,13,123.38,Asia
2023-06-30,280,17,68.63,Australia
2023-03-23,288,184,156.53,South America
2023-07-28,925,736,187.34,Europe
2023-04-23,204,129,58.53,Africa
2023-06-20,496,112,67.59,North America
2023-01-11,344,12,134.46,North America
2023-10-11,54,6,95.24,Europe
2023-04-10,848,539,67.34,Africa
2023-01-01,489,275,53.01,Asia
2023-02-24,587,241,128.12,North America
2023-06-02,955,471,111.78,South America
2023-03-19,885,438,155.85,North America
2023-04-09,195,39,156.25,Africa
2023-01-01,143,32,85.21,North America
2023-11-18,359,176,140.57,Asia
2023-09-15,652,85,134.41,Africa
2023-10-06,400,339,74.44,Asia
2023-12-11,277,133,24.64,Africa
2023-11-22,535,343,181.97,Asia
2023-09-07,519,102,120.99,Africa
2023-10-12,685,87,50.11,Australia
2023-04-07,926,241,18.08,Europe
2023-12-22,823,580,6.78,Asia
2023-10-24,105,83,55.95,Africa
2023-05-18,136,11,136.15,Asia
2023-10-23,687,338,164.88,South America
2023-06-05,762,187,107.14,Europe
2023-07-10,697,480,94.97,Australia
2023-08-23,285,33,159.37,North America
2023-02-09,91,49,199.46,North America
2023-03-06,199,146,41.73,Africa
2023-03-16,591,159,22.3,Australia
2023-06-19,802,566,165.76,Australia
2023-05-20,23,21,15.93,Africa
2023-01-01,607,303,131.93,South America
2023-04-22,333,262,113.0,South America
2023-02-23,10,3,87.31,Asia
2023-08-25,857,534,34.77,Australia
2023-11-10,899,491,65.98,South America
2023-04-23,60,6,138.22,Australia
2023-04-20,771,452,166.16,Africa
2023-04-30,244,176,103.89,North America
2023-01-06,601,555,66.96,Africa
2023-11-03,429,36,104.97,South America
2023-10-03,311,273,5.57,Australia
2023-04-22,173,15,9.6,North America
2023-08-04,665,448,168.51,Asia
2023-09-04,751,508,76.45,Europe
2023-09-27,337,280,158.16,South America
2023-12-29,653,429,9.78,Europe
2023-03-09,860,212,93.3,North America
2023-08-24,564,524,112.59,North America
2023-04-26,338,279,50.78,North America
2023-08-21,32,24,134.86,Australia
2023-12-06,278,72,174.61,North America
2023-01-22,265,60,176.28,Africa
2023-11-12,905,626,94.05,Australia
2023-11-02,70,54,199.97,North America
2023-01-26,27,10,141.52,Australia
2023-09-15,249,5,57.45,North America
2023-11-05,831,505,144.96,South America
2023-05-08,103,85,144.58,Australia
2023-05-15,509,107,76.71,Europe
2023-02-23,28,2,55.58,Africa
2023-01-21,800,341,146.08,Asia
2023-04-15,312,231,78.61,Asia
2023-07-13,162,149,98.04,Australia
2023-08-22,443,58,151.21,South America
2023-10-08,626,291,161.42,Asia
2023-09-03,519,426,7.55,North America
2023-03-26,510,46,66.41,South America
2023-11-09,936,607,109.33,North America
2023-08-19,176,8,96.49,Asia
2023-10-03,551,305,124.47,Asia
2023-08-02,459,352,14.03,North America
2023-02-23,969,556,136.04,Australia
2023-07-12,384,21,153.67,North America
2023-08-19,791,613,115.84,North America
2023-03-19,971,781,91.88,Australia
2023-09-15,45,8,180.32,Africa
2023-02-05,819,19,168.87,Europe
2023-07-01,866,302,37.26,Asia
2023-11-11,173,105,99.8,Australia
2023-05-22,22,5,168.89,South America
2023-03-04,727,103,175.52,South America
2023-07-13,298,235,191.93,Europe
2023-04-02,274,163,70.1,North America
2023-02-12,224,89,19.43,Africa
2023-05-25,52,25,173.05,South America
2023-02-27,964,380,33.73,Australia
2023-11-27,288,269,30.57,North America
2023-12-20,516,106,115.19,Australia
2023-03-06,85,43,118.05,Europe
2023-01-11,487,399,152.2,Asia
2023-11-09,368,104,161.11,South America
2023-11-17,901,103,20.47,Asia
2023-02-09,733,641,69.1,Africa
2023-03-16,690,344,40.59,South America
2023-06-08,502,74,196.45,Europe
2023-01-07,346,115,74.67,South America
2023-04-12,702,594,52.8,Africa
2023-06-11,669,273,175.63,Europe
2023-04-10,929,712,46.33,North America
2023-06-12,581,31,11.8,Africa
2023-09-30,183,20,140.93,North America
2023-10-22,894,419,177.29,Asia
2023-11-24,646,323,100.0,Europe
2023-11-03,397,240,101.86,North America
2023-08-09,152,87,46.91,Asia
2023-01-26,92,84,113.69,Asia
2023-03-06,848,596,7.5,Australia
2023-09-18,590,162,117.1,North America
2023-12-01,519,319,184.73,Africa
2023-06-18,80,36,131.99,Australia
2023-01-12,877,757,54.94,South America
2023-01-03,715,262,10.72,Africa
2023-07-23,64,45,20.1,South America
2023-08-17,409,348,11.31,Australia
2023-04-13,13,10,132.85,Africa
2023-10-14,868,707,69.27,Europe
2023-05-18,36,10,193.23,South America
2023-05-19,295,209,11.82,Africa
2023-11-30,807,680,138.93,Europe
2023-01-03,459,225,70.79,South America
2023-04-09,187,58,38.19,Europe
2023-12-31,942,336,71.99,Asia
2023-02-06,287,90,22.43,Australia
2023-07-01,660,550,171.04,North America
2023-06-11,675,14,191.43,North America
2023-03-06,61,48,69.97,South America
2023-01-21,168,126,88.4,Australia
2023-03-31,840,398,69.45,Europe
2023-12-18,489,324,181.5,Europe
2023-01-17,34,16,185.98,North America
2023-09-08,366,331,69.11,North America
2023-01-10,699,607,140.38,South America
2023-03-09,400,140,101.23,Australia
2023-10-24,305,38,13.82,Africa
2023-04-24,554,360,104.77,Europe
2023-05-09,906,457,145.53,Europe
2023-03-26,780,764,124.8,Europe
2023-02-23,385,197,123.19,South America
2023-01-13,491,192,138.01,Asia
2023-07-03,823,35,199.85,Australia
2023-03-05,334,217,164.74,Europe
2023-12-07,20,10,126.59,North America
2023-12-16,484,261,6.26,North America
2023-07-12,918,611,105.29,South America
2023-12-08,847,482,189.42,Europe
2023-03-11,326,112,134.77,Asia
2023-01-15,463,120,195.39,Asia
2023-10-20,360,351,194.1,Australia
2023-10-14,294,161,99.31,South America
2023-11-15,667,259,126.91,Europe
2023-07-26,43,12,65.69,North America
2023-07-22,287,60,41.72,North America
2023-02-16,359,19,41.68,Europe
2023-08-24,525,519,25.26,Europe
2023-01-14,582,96,130.96,North America
2023-02-01,540,365,123.5,Europe
2023-09-24,307,225,21.45,South America
2023-08-13,580,59,125.78,North America
2023-02-11,654,635,144.19,Asia
2023-11-23,313,92,155.19,North America
2023-11-04,994,745,29.87,South America
2023-06-17,884,544,24.8,Asia
2023-06-01,286,200,169.86,Africa
2023-04-12,235,38,18.95,North America
2023-06-04,55,48,150.5,North America
2023-03-14,661,220,106.83,Australia
2023-02-06,287,219,71.82,South America
2023-11-11,685,407,170.27,North America
2023-12-12,701,11,123.52,Europe
2023-03-18,766,270,19.69,Australia
2023-03-05,924,328,53.2,South America
2023-06-01,633,526,57.88,North America
2023-10-03,284,130,107.45,Europe
2023-01-04,589,332,155.5,Africa
2023-07-19,89,39,40.13,Europe
2023-07-16,536,256,73.35,North America
2023-08-09,668,402,194.66,Europe
2023-04-08,596,67,177.45,Australia
2023-04-09,491,54,194.8,Africa
2023-01-12,385,224,155.77,South America
2023-08-21,216,9,166.45,North America
2023-05-17,573,504,54.43,Asia
2023-09-09,255,227,70.33,Europe
2023-11-29,737,491,74.93,South America
2023-04-30,974,711,94.93,Africa
2023-09-23,593,207,157.33,Australia
2023-02-07,459,4,130.39,Africa
2023-08-22,189,1,26.66,South America
2023-11-25,829,227,143.76,North America
2023-02-05,318,173,110.67,Africa
2023-10-25,433,54,163.03,South America
2023-07-31,311,126,176.59,North America
2023-02-13,968,726,119.25,Asia
2023-05-31,632,119,174.51,Europe
2023-02-01,710,192,137.53,South America
2023-07-22,120,79,110.09,Africa
2023-02-08,169,79,174.17,Australia
2023-09-27,301,289,38.31,Australia
2023-03-27,593,311,23.09,Australia
2023-12-05,862,223,27.43,Europe
2023-05-10,930,920,183.11,Asia
2023-06-26,687,168,157.08,Asia
2023-08-16,20,10,76.88,Europe
2023-12-23,251,154,186.46,Europe
2023-09-18,747,483,77.31,Asia
2023-03-08,729,502,184.72,Europe
2023-05-17,234,164,132.71,Australia
2023-01-10,259,225,109.77,Europe
2023-05-22,816,619,38.06,Australia
2023-03-12,488,468,91.23,Australia
2023-01-31,475,325,160.5,Australia
2023-09-08,677,416,193.21,North America
2023-02-08,752,152,40.05,North America
2023-08-28,481,336,25.17,Africa
2023-05-15,748,233,85.26,Africa
2023-11-07,236,60,156.94,Asia
2023-09-16,571,502,27.04,Europe
2023-04-09,896,239,38.32,Asia
2023-10-28,435,314,99.68,Europe
2023-09-08,958,381,93.97,Africa
2023-07-22,896,337,123.96,Europe
2023-03-31,947,211,158.04,Africa
2023-03-31,946,162,155.6,Europe
2023-09-20,614,292,193.84,North America
2023-05-03,135,2,177.98,Australia
2023-09-07,120,95,26.6,South America
2023-08-28,182,70,6.24,Europe
2023-09-23,579,339,40.93,Asia
2023-09-05,105,47,112.54,Asia
2023-08-25,886,664,81.8,North America
2023-12-14,715,568,8.77,Australia
2023-03-29,208,42,75.94,South America
2023-06-20,306,108,118.47,North America
2023-11-25,575,343,63.97,Europe
2023-03-23,259,222,87.01,Asia
2023-07-02,368,325,80.74,South America
2023-11-22,549,215,36.08,Europe
2023-09-23,257,242,195.51,North America
2023-06-24,186,154,51.88,Asia
2023-07-20,618,109,98.9,Europe
2023-07-23,182,146,26.76,South America
2023-05-11,34,1,154.39,Australia
2023-02-07,152,13,150.1,Asia
2023-12-29,20,9,12.58,Africa
2023-02-25,727,8,11.23,Africa
2023-02-14,369,284,158.68,Europe
2023-07-10,980,828,121.74,Europe
2023-05-29,486,481,60.73,Asia
2023-10-01,381,167,169.46,Australia
2023-08-23,876,428,94.16,North America
2023-08-23,658,611,184.07,South America
2023-04-24,129,18,38.97,North America
2023-04-24,203,94,164.39,Asia
2023-01-18,396,304,136.49,Europe
2023-02-08,519,25,11.5,North America
2023-05-03,943,381,142.26,North America
2023-06-18,533,350,131.05,South America
2023-11-22,651,101,28.43,Africa
2023-03-10,120,115,8.51,Australia
2023-07-05,401,86,13.25,North America
2023-11-03,219,95,49.34,Asia
2023-01-05,182,173,138.07,Asia
2023-07-07,563,194,88.67,Asia
2023-10-27,780,356,158.77,Africa
2023-12-14,851,760,96.21,South America
2023-11-04,905,253,74.83,South America
2023-02-01,902,248,13.98,South America
2023-05-04,616,59,93.34,Europe
2023-06-22,105,3,79.61,Africa
2023-04-07,717,386,21.87,Asia
2023-02-11,979,326,154.65,Asia
2023-09-14,111,0,0.0,Africa
2023-10-14,636,158,155.05,Asia
2023-07-13,130,122,162.98,Australia
2023-12-09,231,8,25.32,South America
2023-03-27,781,393,108.79,South America
2023-01-22,639,554,53.42,Asia
2023-08-20,970,685,33.96,Africa
2023-02-08,876,228,131.66,Africa
2023-08-29,642,37,28.25,North America
2023-12-21,274,57,13.08,Africa
2023-09-22,496,312,59.9,Australia
2023-08-16,262,20,74.17,South America
2023-09-16,985,406,54.58,South America
2023-12-29,740,619,129.66,Africa
2023-10-25,584,573,140.48,North America
2023-06-27,693,5,116.87,Europe
2023-05-14,863,835,90.32,Europe
2023-03-06,379,265,172.37,North America
2023-03-03,213,106,86.5,Asia
2023-12-02,151,91,130.49,Africa
2023-08-16,963,767,22.65,Asia
2023-09-23,113,22,16.9,Europe
2023-03-11,679,15,165.96,North America
2023-06-28,375,81,75.68,Australia
2023-06-10,472,391,124.98,Europe
2023-12-09,378,326,161.15,South America
2023-02-04,548,408,58.17,Europe
2023-02-07,68,10,85.93,Australia
2023-11-26,214,144,116.88,South America
2023-05-23,855,292,170.96,Australia
2023-03-20,97,13,151.48,Europe
2023-12-22,369,120,131.29,Asia
2023-07-22,235,170,192.83,Africa
2023-02-28,468,325,10.22,South America
2023-09-19,307,134,47.42,South America
2023-02-16,273,117,65.14,North America
2023-03-07,621,562,146.24,Asia
2023-07-15,291,46,94.85,Australia
2023-04-05,751,135,81.18,Asia
2023-12-03,254,75,199.81,Europe
2023-01-27,942,178,13.82,South America
2023-02-03,43,22,51.28,North America
2023-05-09,98,74,104.26,Africa
2023-04-09,925,467,152.1,Africa
2023-02-23,328,6,100.43,North America
2023-03-29,160,147,49.79,Asia
2023-08-06,912,830,198.55,North America
2023-11-20,287,117,152.7,Australia
2023-03-27,26,24,174.2,South America
2023-10-22,442,3,97.31,North America
2023-04-11,912,210,26.91,North America
2023-10-09,734,200,113.49,Australia
2023-01-05,465,292,67.68,Europe
2023-08-05,25,0,0.0,Australia
2023-01-10,467,439,117.85,Africa
2023-12-26,960,62,163.97,North America
2023-03-28,175,124,97.85,South America
2023-04-25,888,403,144.96,Asia
2023-04-13,799,678,52.44,Australia
2023-01-25,214,164,189.5,Africa
2023-05-19,588,407,173.68,Asia
2023-05-17,521,432,189.09,North America
2023-03-16,775,111,112.39,North America
2023-10-08,703,623,148.3,Asia
2023-04-07,996,435,128.25,Africa
2023-11-25,179,139,164.0,Europe
2023-12-30,291,2,65.23,Asia
2023-04-29,522,478,83.66,Australia
2023-06-15,883,518,58.95,Asia
2023-01-30,129,124,72.73,Europe
2023-05-25,716,539,163.64,Asia
2023-07-21,333,86,38.25,Australia
2023-12-20,558,431,16.36,Australia
2023-04-05,499,384,154.33,Africa
2023-10-28,208,45,113.92,Asia
2023-01-09,127,22,182.49,Europe
2023-09-21,946,187,148.19,South America
2023-04-21,877,814,109.14,Asia
2023-05-03,682,309,137.69,Asia
2023-11-22,523,153,11.93,Europe
2023-12-21,955,316,101.59,South America
2023-06-17,644,36,130.22,Africa
2023-11-18,871,43,17.94,Australia
2023-12-21,385,187,152.83,Asia
2023-05-16,674,67,168.15,South America
2023-12-07,514,288,190.17,North America
2023-04-01,481,183,75.76,South America
2023-05-21,56,39,168.83,Europe
2023-09-05,235,62,20.83,Europe
2023-11-01,751,230,36.4,North America
2023-06-25,711,272,102.45,North America
2023-10-18,270,235,71.66,Australia
2023-02-04,201,193,113.9,Europe
2023-04-28,863,629,114.89,North America
2023-06-22,602,397,170.0,Europe
2023-05-20,291,170,154.84,South America
2023-02-10,986,731,78.75,Australia
2023-09-24,509,437,31.31,Europe
2023-03-23,214,71,163.78,North America
2023-10-26,551,262,22.38,North America
2023-02-11,491,281,17.88,Europe
2023-08-18,707,361,36.68,Europe
2023-03-21,32,3,89.94,North America
2023-06-21,835,28,101.89,Africa
2023-03-22,816,410,24.52,Africa
2023-10-22,520,51,133.04,Africa
2023-02-16,958,229,140.5,Europe
2023-10-14,984,230,76.6,Asia
2023-12-16,616,403,191.14,Australia
2023-06-21,365,252,28.49,Africa
2023-01-02,871,658,158.88,Australia
2023-03-03,152,134,10.13,Europe
2023-07-24,901,388,131.44,Africa
2023-12-13,799,598,54.71,Europe
2023-08-12,122,11,175.33,Australia
2023-05-23,808,66,89.09,Asia
2023-12-12,851,385,82.79,South America
2023-03-25,98,67,194.09,Australia
2023-03-01,723,450,156.99,Asia
2023-05-06,821,664,86.59,Asia
2023-12-19,548,323,40.83,Asia
2023-03-25,383,168,191.53,North America
2023-09-10,301,49,177.21,Europe
2023-02-14,216,80,152.51,North America
2023-10-25,22,13,78.22,Asia
2023-02-28,266,31,109.48,Africa
2023-02-28,284,202,69.19,Australia
2023-05-30,302,0,0.0,Australia
2023-12-28,548,109,83.58,Asia
2023-02-24,856,209,101.33,Europe
2023-11-16,596,355,99.81,Europe
2023-06-22,143,1,106.82,Africa
2023-06-12,280,23,10.76,Europe
2023-07-02,339,61,68.0,Africa
2023-08-22,102,11,113.49,Asia
2023-11-06,52,18,71.74,Asia
2023-08-26,904,43,24.45,Asia
2023-05-20,356,162,69.33,Europe
2023-10-30,48,20,73.13,Europe
2023-05-08,483,28,94.18,Africa
2023-01-10,210,58,164.39,North America
2023-09-08,879,462,140.86,Africa
2023-06-23,846,505,141.33,Europe
2023-01-30,647,300,152.88,South America
2023-10-19,710,126,15.13,Asia
2023-07-26,46,2,135.52,Australia
2023-10-22,567,199,9.66,Africa
2023-03-29,750,656,123.22,Europe
2023-06-19,386,171,110.7,Asia
2023-09-07,268,72,107.57,Australia
2023-08-29,190,153,85.43,North America
2023-05-15,475,422,104.4,Asia
2023-06-25,67,36,34.23,Europe
2023-05-17,48,5,154.21,South America
2023-04-11,280,224,80.7,Africa
2023-08-25,76,44,109.09,Africa
2023-03-26,13,7,150.48,Australia
2023-05-27,829,648,49.61,Australia
2023-01-19,525,260,53.23,South America
2023-04-03,68,31,56.29,Europe
2023-06-21,788,319,141.71,Australia
2023-02-24,307,86,92.45,South America
2023-06-30,438,204,179.25,North America
2023-10-24,898,474,37.13,Africa
2023-10-26,578,49,135.24,North America
2023-10-16,533,168,36.39,North America
2023-02-03,241,116,156.97,Europe
2023-08-02,154,97,182.61,Asia
2023-07-14,710,72,67.29,Africa
2023-01-28,378,136,59.85,Asia
2023-07-23,338,3,139.55,Europe
2023-04-17,421,411,164.86,North America
2023-11-20,902,845,106.88,Europe
2023-06-28,827,696,175.97,Europe
2023-07-18,338,60,100.9,North America
2023-11-16,67,6,43.4,North America
2023-12-04,149,16,38.03,Europe
2023-02-08,860,712,64.31,Africa
2023-07-12,547,528,134.42,North America
2023-02-26,256,133,91.74,Africa
2023-01-10,458,81,126.85,Asia
2023-03-17,867,810,128.68,Australia
2023-07-03,680,379,110.37,South America
2023-10-26,242,2,161.9,Asia
2023-04-18,557,342,173.92,Europe
2023-06-29,417,391,112.0,Europe
2023-10-29,158,77,30.06,Europe
2023-02-18,205,136,47.99,Australia
2023-07-25,811,253,21.46,Africa
2023-07-01,640,82,63.33,Australia
2023-08-02,164,73,51.73,Australia
2023-07-02,765,537,23.23,South America
2023-05-05,630,138,37.63,Africa
2023-01-21,383,98,47.81,Australia
2023-11-22,414,349,97.65,Asia
2023-07-31,161,106,153.48,Europe
2023-09-27,719,24,57.19,South America
2023-12-09,869,494,171.26,Asia
2023-04-26,452,34,20.23,Australia
2023-04-20,706,538,189.11,South America
2023-07-27,633,63,72.12,Australia
2023-05-03,200,138,141.59,Europe
2023-02-28,607,198,21.68,Africa
2023-05-05,953,499,66.77,Africa
2023-05-06,274,118,181.12,South America
2023-07-19,468,114,194.69,Europe
2023-08-15,354,38,93.72,Europe
2023-07-14,992,30,152.03,South America
2023-03-29,151,98,133.13,North America
2023-10-17,805,43,112.18,Africa
2023-10-18,381,341,111.32,Australia
2023-02-26,415,292,111.73,North America
2023-10-05,788,159,150.28,South America
2023-03-23,996,287,99.11,Asia
2023-01-02,747,7,142.33,Australia
2023-07-24,877,563,142.4,North America
2023-07-03,208,159,23.36,South America
2023-07-10,729,590,136.43,Australia
2023-06-26,12,3,93.67,North America
2023-09-27,438,387,196.7,Africa
2023-01-27,338,235,67.44,South America
2023-05-03,881,377,185.66,Africa
2023-11-06,46,2,74.06,North America
2023-06-16,21,3,190.25,North America
2023-12-07,906,87,136.08,Australia
2023-10-15,268,113,179.42,Australia
2023-04-25,114,90,51.73,Africa
2023-06-30,823,643,22.97,Africa
2023-09-30,656,559,123.62,North America
2023-07-11,264,140,91.64,Australia
2023-07-25,781,711,45.31,Europe
2023-10-10,278,36,17.12,North America
2023-07-17,238,42,174.28,South America
2023-09-29,50,28,133.32,Asia
2023-02-26,277,259,55.68,South America
2023-09-30,757,231,55.1,Australia
2023-03-24,132,50,187.31,Europe
2023-03-04,945,343,18.8,Europe
2023-06-28,852,766,15.19,North America
2023-11-28,87,39,139.87,Europe
2023-09-24,336,85,189.26,Europe
2023-03-30,847,180,110.99,Africa
2023-05-05,363,266,31.07,Africa
2023-02-24,198,23,86.37,Africa
2023-03-28,901,182,125.14,South America
2023-04-23,93,44,136.77,North America
2023-08-18,398,263,145.8,North America
2023-08-03,627,441,155.46,North America
2023-07-10,340,125,20.54,Europe
2023-11-24,868,783,117.34,South America
2023-04-03,842,97,63.4,North America
2023-04-04,571,261,13.42,Africa
2023-01-17,439,350,195.27,Asia
2023-01-20,686,266,77.19,North America
2023-02-26,577,74,38.33,Australia
2023-11-16,489,223,49.77,Africa
2023-06-08,915,97,60.39,Australia
2023-09-19,247,60,151.51,Europe
2023-04-02,539,13,78.72,Asia
2023-07-21,392,199,195.05,South America
2023-01-03,394,7,99.99,Europe
2023-10-24,809,414,36.98,North America
2023-03-04,934,210,123.31,Africa
2023-02-27,994,78,92.68,North America
2023-02-14,962,505,164.93,Europe
2023-08-31,779,735,180.76,Australia
2023-10-12,137,96,78.3,Europe
2023-05-05,220,17,132.49,South America
2023-03-19,82,33,21.23,North America
2023-11-03,663,456,6.82,Asia
2023-09-29,731,165,133.49,Asia
2023-08-28,45,41,79.23,Australia
2023-03-14,827,462,129.27,Africa
2023-04-24,84,70,192.19,Australia
2023-07-27,96,22,157.72,Asia
2023-03-15,629,625,44.67,Australia
2023-12-29,633,374,80.26,Europe
2023-03-10,640,428,115.66,Asia
2023-04-08,681,193,169.63,Australia
2023-09-12,961,292,35.56,Asia
2023-08-09,13,0,0.0,Asia
2023-11-13,794,754,157.88,Australia
2023-08-15,44,23,62.07,South America
2023-10-26,782,768,72.22,North America
2023-04-03,621,194,175.13,Asia
2023-08-26,634,527,163.73,Australia
2023-10-24,137,57,131.76,Europe
2023-11-18,440,361,28.14,Africa
2023-10-17,958,453,176.49,South America
2023-01-26,926,823,18.53,North America
2023-08-17,927,710,9.13,North America
2023-01-09,690,207,144.32,Africa
2023-10-03,942,719,22.49,North America
2023-10-17,109,42,133.4,Africa
2023-12-03,270,77,198.94,Australia
2023-01-19,749,160,182.7,Europe
2023-09-08,23,4,64.27,South America
2023-03-27,655,318,22.17,South America
2023-12-17,702,233,128.6,Europe
2023-05-25,446,182,50.61,Africa
2023-05-17,678,597,191.94,Asia
2023-09-16,524,449,63.44,Asia
2023-01-08,521,119,186.4,Asia
2023-10-12,421,180,144.57,Australia
2023-02-08,315,178,120.41,North America
2023-07-19,432,341,7.85,North America
2023-01-19,690,515,66.59,Australia
2023-03-03,571,493,109.38,Australia
2023-07-20,560,552,185.02,Asia
2023-11-03,728,123,130.85,Asia
2023-07-02,877,378,51.94,North America
2023-07-13,546,217,143.06,Africa
2023-01-26,211,158,53.26,Africa
2023-05-25,843,276,120.05,Europe
2023-11-30,946,581,151.81,Europe
2023-09-18,179,89,34.6,Asia
2023-04-02,420,322,65.37,North America
2023-12-12,56,40,12.25,Asia
2023-07-13,379,252,21.04,Asia
2023-07-11,565,443,37.22,North America
2023-05-10,410,182,120.27,South America
2023-11-10,937,318,109.09,Australia
2023-09-16,471,121,9.63,Europe
2023-02-15,173,21,112.26,South America
2023-04-21,707,679,43.82,Australia
2023-08-04,474,432,125.63,Asia
2023-05-24,539,421,17.84,South America
2023-02-20,820,94,42.88,Australia
2023-02-10,872,92,32.43,Africa
2023-09-17,792,548,11.73,Africa
2023-09-19,644,529,117.42,Europe
2023-08-23,800,235,169.69,North America
2023-05-11,702,462,117.26,South America
2023-01-30,811,322,152.63,North America
2023-12-13,797,393,70.8,Africa
2023-03-22,732,645,122.02,Europe
2023-09-19,128,69,34.85,North America
