date,visits,donations,average_donation_value,region,total_donation_value,quarter,month,day_of_week
2023-10-01,997,681,107.95,Africa,73513.95,2023Q4,10,Sunday
2023-01-16,452,373,189.23,Africa,70582.79,2023Q1,1,Monday
2023-10-06,417,95,59.38,North America,5641.1,2023Q4,10,Friday
2023-02-08,297,118,19.67,Africa,2321.0600000000004,2023Q1,2,Wednesday
2023-10-04,597,98,94.0,Asia,9212.0,2023Q4,10,Wednesday
2023-05-08,344,24,121.03,South America,2904.7200000000003,2023Q2,5,Monday
2023-03-30,812,750,116.24,Africa,87180.0,2023Q1,3,Thursday
2023-02-07,362,183,134.89,South America,24684.87,2023Q1,2,Tuesday
2023-06-09,635,218,113.6,Australia,24764.8,2023Q2,6,Friday
2023-01-25,282,8,176.38,South America,1411.04,2023Q1,1,Wednesday
2023-12-12,201,115,52.96,Asia,6090.400000000001,2023Q4,12,Tuesday
2023-04-18,396,28,63.23,South America,1770.4399999999998,2023Q2,4,Tuesday
2023-01-23,956,443,185.8,Australia,82309.40000000001,2023Q1,1,Monday
2023-07-09,437,164,95.47,Europe,15657.08,2023Q3,7,Sunday
2023-04-14,148,46,135.85,Africa,6249.099999999999,2023Q2,4,Friday
2023-12-26,549,425,152.79,Europe,64935.75,2023Q4,12,Tuesday
2023-02-26,383,127,144.78,Africa,18387.06,2023Q1,2,Sunday
2023-11-07,278,178,178.87,North America,31838.86,2023Q4,11,Tuesday
2023-01-31,101,77,165.84,Europe,12769.68,2023Q1,1,Tuesday
2023-02-07,339,100,162.42,Asia,16241.999999999998,2023Q1,2,Tuesday
2023-01-12,336,103,180.79,Asia,18621.37,2023Q1,1,Thursday
2023-11-25,587,496,105.21,Africa,52184.159999999996,2023Q4,11,Saturday
2023-08-25,122,8,51.14,Europe,409.12,2023Q3,8,Friday
2023-02-28,743,701,106.64,North America,74754.64,2023Q1,2,Tuesday
2023-03-18,103,1,7.16,Europe,7.16,2023Q1,3,Saturday
2023-08-27,629,450,61.95,Europe,27877.5,2023Q3,8,Sunday
2023-09-13,584,326,186.19,North America,60697.94,2023Q3,9,Wednesday
2023-02-06,291,242,14.65,Asia,3545.3,2023Q1,2,Monday
2023-11-14,820,33,65.62,Asia,2165.46,2023Q4,11,Tuesday
2023-03-10,551,313,168.78,Asia,52828.14,2023Q1,3,Friday
2023-07-04,106,106,131.11,North America,13897.660000000002,2023Q3,7,Tuesday
2023-08-09,238,158,109.62,South America,17319.96,2023Q3,8,Wednesday
2023-12-07,100,96,82.21,Africa,7892.16,2023Q4,12,Thursday
2023-01-21,822,470,188.89,Europe,88778.29999999999,2023Q1,1,Saturday
2023-09-11,444,316,66.19,North America,20916.04,2023Q3,9,Monday
2023-01-27,256,126,65.2,Asia,8215.2,2023Q1,1,Friday
2023-01-13,964,336,192.3,North America,64612.8,2023Q1,1,Friday
2023-10-31,524,218,171.32,Africa,37347.76,2023Q4,10,Tuesday
2023-11-19,354,298,185.46,Europe,55267.08,2023Q4,11,Sunday
2023-09-13,875,160,181.15,Asia,28984.0,2023Q3,9,Wednesday
2023-02-22,627,74,183.56,Africa,13583.44,2023Q1,2,Wednesday
2023-12-11,382,211,110.47,Africa,23309.17,2023Q4,12,Monday
2023-08-08,126,36,49.37,North America,1777.32,2023Q3,8,Tuesday
2023-10-20,604,207,106.9,Asia,22128.300000000003,2023Q4,10,Friday
2023-03-22,718,200,38.37,Asia,7673.999999999999,2023Q1,3,Wednesday
2023-06-29,952,298,97.17,Asia,28956.66,2023Q2,6,Thursday
2023-02-01,374,142,90.51,Asia,12852.42,2023Q1,2,Wednesday
2023-09-23,879,390,40.88,Europe,15943.2,2023Q3,9,Saturday
2023-11-14,705,498,138.05,South America,68748.90000000001,2023Q4,11,Tuesday
2023-12-17,167,165,164.62,Europe,27162.3,2023Q4,12,Sunday
2023-06-20,24,8,156.4,Europe,1251.2,2023Q2,6,Tuesday
2023-06-03,401,32,177.13,Asia,5668.16,2023Q2,6,Saturday
2023-01-15,650,563,89.53,Australia,50405.39,2023Q1,1,Sunday
2023-11-13,734,496,161.36,Europe,80034.56000000001,2023Q4,11,Monday
2023-07-13,669,47,181.09,Europe,8511.23,2023Q3,7,Thursday
2023-05-07,112,85,47.69,South America,4053.6499999999996,2023Q2,5,Sunday
2023-08-06,112,37,59.96,Africa,2218.52,2023Q3,8,Sunday
2023-02-23,538,254,65.34,Asia,16596.36,2023Q1,2,Thursday
2023-04-25,556,411,86.51,Europe,35555.61,2023Q2,4,Tuesday
2023-08-15,695,612,194.4,South America,118972.8,2023Q3,8,Tuesday
2023-11-22,790,315,158.92,Africa,50059.799999999996,2023Q4,11,Wednesday
2023-01-07,683,204,73.44,Asia,14981.76,2023Q1,1,Saturday
2023-04-14,329,22,61.99,Africa,1363.78,2023Q2,4,Friday
2023-11-17,633,19,7.5,Australia,142.5,2023Q4,11,Friday
2023-01-11,658,504,96.05,Australia,48409.2,2023Q1,1,Wednesday
2023-12-25,931,758,134.09,Australia,101640.22,2023Q4,12,Monday
2023-06-16,101,83,70.33,Africa,5837.389999999999,2023Q2,6,Friday
2023-10-13,549,338,23.64,Asia,7990.320000000001,2023Q4,10,Friday
2023-12-29,901,221,140.19,Africa,30981.989999999998,2023Q4,12,Friday
2023-11-02,331,286,111.28,Asia,31826.08,2023Q4,11,Thursday
2023-05-14,405,235,53.36,South America,12539.6,2023Q2,5,Sunday
2023-07-04,636,376,195.64,Africa,73560.64,2023Q3,7,Tuesday
2023-09-13,40,12,28.21,North America,338.52,2023Q3,9,Wednesday
2023-02-02,765,645,45.31,Australia,29224.95,2023Q1,2,Thursday
2023-02-21,339,100,151.46,South America,15146.0,2023Q1,2,Tuesday
2023-11-28,325,321,158.4,Asia,50846.4,2023Q4,11,Tuesday
2023-07-13,953,315,42.83,South America,13491.449999999999,2023Q3,7,Thursday
2023-01-12,454,278,7.44,Asia,2068.32,2023Q1,1,Thursday
2023-03-27,512,398,104.8,Asia,41710.4,2023Q1,3,Monday
2023-07-02,193,148,93.38,Europe,13820.24,2023Q3,7,Sunday
2023-09-18,547,316,178.51,North America,56409.159999999996,2023Q3,9,Monday
2023-10-11,422,78,47.43,Africa,3699.54,2023Q4,10,Wednesday
2023-02-17,154,86,46.61,South America,4008.46,2023Q1,2,Friday
2023-02-27,590,178,138.45,South America,24644.1,2023Q1,2,Monday
2023-02-19,978,567,181.03,South America,102644.01,2023Q1,2,Sunday
2023-06-18,554,380,39.43,Africa,14983.4,2023Q2,6,Sunday
2023-12-28,221,160,142.41,Australia,22785.6,2023Q4,12,Thursday
2023-11-04,415,304,195.28,North America,59365.12,2023Q4,11,Saturday
2023-12-30,563,256,31.56,North America,8079.36,2023Q4,12,Saturday
2023-02-17,236,56,119.33,Africa,6682.48,2023Q1,2,Friday
2023-09-27,291,132,163.83,South America,21625.56,2023Q3,9,Wednesday
2023-01-25,890,213,101.01,Asia,21515.13,2023Q1,1,Wednesday
2023-08-06,510,327,13.3,South America,4349.1,2023Q3,8,Sunday
2023-06-09,49,9,168.43,North America,1515.8700000000001,2023Q2,6,Friday
2023-10-10,614,426,158.84,South America,67665.84,2023Q4,10,Tuesday
2023-08-03,317,263,187.49,South America,49309.87,2023Q3,8,Thursday
2023-11-28,755,483,10.93,North America,5279.19,2023Q4,11,Tuesday
2023-03-12,608,121,16.45,Asia,1990.4499999999998,2023Q1,3,Sunday
2023-06-03,399,43,163.08,Asia,7012.4400000000005,2023Q2,6,Saturday
2023-03-31,533,283,27.49,Australia,7779.669999999999,2023Q1,3,Friday
2023-11-04,859,32,93.59,Africa,2994.88,2023Q4,11,Saturday
2023-06-30,211,170,190.45,Australia,32376.499999999996,2023Q2,6,Friday
2023-09-24,256,220,22.68,North America,4989.6,2023Q3,9,Sunday
2023-06-17,394,9,189.61,Africa,1706.4900000000002,2023Q2,6,Saturday
2023-07-14,307,12,180.53,Africa,2166.36,2023Q3,7,Friday
2023-02-11,375,205,79.04,Australia,16203.2,2023Q1,2,Saturday
2023-02-08,502,3,199.53,Australia,598.59,2023Q1,2,Wednesday
2023-08-19,761,313,145.89,Asia,45663.56999999999,2023Q3,8,Saturday
2023-10-02,608,422,106.05,Australia,44753.1,2023Q4,10,Monday
2023-11-16,339,97,84.98,Asia,8243.06,2023Q4,11,Thursday
2023-09-08,820,817,156.9,South America,128187.3,2023Q3,9,Friday
2023-02-27,776,415,139.93,South America,58070.950000000004,2023Q1,2,Monday
2023-07-18,68,28,66.43,Africa,1860.0400000000002,2023Q3,7,Tuesday
2023-09-24,865,270,60.82,Africa,16421.4,2023Q3,9,Sunday
2023-10-23,222,181,133.42,Africa,24149.019999999997,2023Q4,10,Monday
2023-09-15,841,314,9.27,Africa,2910.7799999999997,2023Q3,9,Friday
2023-03-27,575,54,184.23,Australia,9948.42,2023Q1,3,Monday
2023-09-15,387,270,29.04,Europe,7840.8,2023Q3,9,Friday
2023-12-17,493,262,31.67,Australia,8297.54,2023Q4,12,Sunday
2023-01-11,849,23,105.76,Africa,2432.48,2023Q1,1,Wednesday
2023-02-15,526,359,188.05,South America,67509.95,2023Q1,2,Wednesday
2023-05-10,916,20,60.89,Africa,1217.8,2023Q2,5,Wednesday
2023-04-17,239,68,60.34,Australia,4103.12,2023Q2,4,Monday
2023-09-08,699,11,98.74,North America,1086.1399999999999,2023Q3,9,Friday
2023-08-03,281,109,94.85,Europe,10338.65,2023Q3,8,Thursday
2023-07-27,712,684,10.66,Africa,7291.4400000000005,2023Q3,7,Thursday
2023-08-14,418,403,162.99,North America,65684.97,2023Q3,8,Monday
2023-04-30,689,212,30.27,Africa,6417.24,2023Q2,4,Sunday
2023-08-20,1000,628,56.86,Asia,35708.08,2023Q3,8,Sunday
2023-05-23,993,434,67.34,Asia,29225.56,2023Q2,5,Tuesday
2023-12-26,231,121,154.63,Australia,18710.23,2023Q4,12,Tuesday
2023-08-29,631,110,66.21,North America,7283.099999999999,2023Q3,8,Tuesday
2023-10-11,991,471,55.28,Asia,26036.88,2023Q4,10,Wednesday
2023-06-10,563,338,69.12,Europe,23362.56,2023Q2,6,Saturday
2023-06-13,761,136,199.91,North America,27187.76,2023Q2,6,Tuesday
2023-07-28,859,99,55.09,Asia,5453.910000000001,2023Q3,7,Friday
2023-05-25,35,7,112.94,South America,790.5799999999999,2023Q2,5,Thursday
2023-11-12,272,139,31.83,Europe,4424.37,2023Q4,11,Sunday
2023-07-19,582,71,81.46,Asia,5783.66,2023Q3,7,Wednesday
2023-05-03,404,85,71.22,Australia,6053.7,2023Q2,5,Wednesday
2023-06-22,405,245,187.89,South America,46033.049999999996,2023Q2,6,Thursday
2023-05-14,26,3,193.27,Australia,579.8100000000001,2023Q2,5,Sunday
2023-02-27,874,408,109.93,Australia,44851.44,2023Q1,2,Monday
2023-06-25,516,73,58.82,Australia,4293.86,2023Q2,6,Sunday
2023-04-17,107,39,161.64,North America,6303.959999999999,2023Q2,4,Monday
2023-03-29,397,21,68.59,Australia,1440.39,2023Q1,3,Wednesday
2023-05-07,930,841,79.61,South America,66952.01,2023Q2,5,Sunday
2023-03-07,380,156,86.67,Asia,13520.52,2023Q1,3,Tuesday
2023-05-26,116,20,32.98,South America,659.5999999999999,2023Q2,5,Friday
2023-02-16,595,288,14.84,Asia,4273.92,2023Q1,2,Thursday
2023-10-30,993,966,26.89,Asia,25975.74,2023Q4,10,Monday
2023-03-02,476,447,85.72,North America,38316.84,2023Q1,3,Thursday
2023-01-11,37,35,197.7,North America,6919.5,2023Q1,1,Wednesday
2023-08-27,610,463,197.55,Australia,91465.65000000001,2023Q3,8,Sunday
2023-10-05,49,0,0.0,Asia,0.0,2023Q4,10,Thursday
2023-09-18,645,493,31.67,South America,15613.310000000001,2023Q3,9,Monday
2023-12-17,454,89,100.42,Asia,8937.380000000001,2023Q4,12,Sunday
2023-09-21,667,395,46.3,North America,18288.5,2023Q3,9,Thursday
2023-12-07,927,881,42.7,Australia,37618.700000000004,2023Q4,12,Thursday
2023-12-10,619,521,96.6,North America,50328.6,2023Q4,12,Sunday
2023-07-26,577,248,55.08,South America,13659.84,2023Q3,7,Wednesday
2023-07-12,221,27,55.04,Africa,1486.08,2023Q3,7,Wednesday
2023-12-24,715,679,34.59,Europe,23486.61,2023Q4,12,Sunday
2023-01-28,173,51,12.63,Asia,644.13,2023Q1,1,Saturday
2023-07-23,609,597,15.34,Europe,9157.98,2023Q3,7,Sunday
2023-05-24,454,102,179.45,Africa,18303.899999999998,2023Q2,5,Wednesday
2023-03-17,150,53,130.51,Africa,6917.03,2023Q1,3,Friday
2023-05-26,423,277,79.21,Europe,21941.17,2023Q2,5,Friday
2023-04-25,771,570,119.22,Asia,67955.4,2023Q2,4,Tuesday
2023-11-03,507,259,71.57,South America,18536.629999999997,2023Q4,11,Friday
2023-02-22,383,63,126.64,Australia,7978.32,2023Q1,2,Wednesday
2023-07-27,569,530,19.27,Europe,10213.1,2023Q3,7,Thursday
2023-08-10,871,748,56.3,Australia,42112.4,2023Q3,8,Thursday
2023-12-24,759,598,185.49,Africa,110923.02,2023Q4,12,Sunday
2023-10-11,515,166,179.63,South America,29818.579999999998,2023Q4,10,Wednesday
2023-06-03,539,98,64.36,Asia,6307.28,2023Q2,6,Saturday
2023-07-06,862,473,83.07,Africa,39292.10999999999,2023Q3,7,Thursday
2023-01-13,88,17,167.41,South America,2845.97,2023Q1,1,Friday
2023-01-09,740,376,194.65,South America,73188.40000000001,2023Q1,1,Monday
2023-10-21,18,2,167.1,Asia,334.2,2023Q4,10,Saturday
2023-06-15,295,147,179.33,Europe,26361.510000000002,2023Q2,6,Thursday
2023-10-05,451,259,74.79,North America,19370.61,2023Q4,10,Thursday
2023-04-09,315,208,131.88,North America,27431.04,2023Q2,4,Sunday
2023-03-27,276,79,191.12,South America,15098.48,2023Q1,3,Monday
2023-04-05,620,332,128.01,Asia,42499.32,2023Q2,4,Wednesday
2023-10-11,654,532,174.96,Africa,93078.72,2023Q4,10,Wednesday
2023-05-29,493,412,95.25,Europe,39243.0,2023Q2,5,Monday
2023-06-11,995,8,138.34,North America,1106.72,2023Q2,6,Sunday
2023-12-13,618,228,43.35,Asia,9883.800000000001,2023Q4,12,Wednesday
2023-03-15,251,8,161.98,Europe,1295.84,2023Q1,3,Wednesday
2023-11-29,211,185,28.49,South America,5270.65,2023Q4,11,Wednesday
2023-10-06,900,329,10.67,Europe,3510.43,2023Q4,10,Friday
2023-10-29,885,83,128.22,South America,10642.26,2023Q4,10,Sunday
2023-06-19,76,55,104.75,Australia,5761.25,2023Q2,6,Monday
2023-10-16,91,58,78.22,North America,4536.76,2023Q4,10,Monday
2023-03-22,62,30,165.14,Europe,4954.2,2023Q1,3,Wednesday
2023-08-23,114,88,138.25,North America,12166.0,2023Q3,8,Wednesday
2023-10-10,48,24,137.56,Asia,3301.44,2023Q4,10,Tuesday
2023-02-07,462,273,68.09,South America,18588.57,2023Q1,2,Tuesday
2023-09-30,261,228,92.73,Europe,21142.440000000002,2023Q3,9,Saturday
2023-05-29,565,442,89.42,Europe,39523.64,2023Q2,5,Monday
2023-03-17,589,287,59.18,South America,16984.66,2023Q1,3,Friday
2023-09-07,531,322,178.65,Europe,57525.3,2023Q3,9,Thursday
2023-12-09,772,346,185.62,Africa,64224.520000000004,2023Q4,12,Saturday
2023-10-08,777,135,10.24,Europe,1382.4,2023Q4,10,Sunday
2023-01-21,702,357,185.78,Europe,66323.46,2023Q1,1,Saturday
2023-01-27,318,253,162.28,Africa,41056.840000000004,2023Q1,1,Friday
2023-03-27,114,94,173.56,Asia,16314.64,2023Q1,3,Monday
2023-01-26,824,573,147.13,Asia,84305.48999999999,2023Q1,1,Thursday
2023-01-03,777,596,10.23,South America,6097.08,2023Q1,1,Tuesday
2023-10-28,698,502,23.98,Australia,12037.960000000001,2023Q4,10,Saturday
2023-11-27,375,328,72.07,Europe,23638.96,2023Q4,11,Monday
2023-10-27,578,295,42.44,North America,12519.8,2023Q4,10,Friday
2023-09-14,397,82,162.04,Asia,13287.279999999999,2023Q3,9,Thursday
2023-01-13,572,489,73.12,Europe,35755.68,2023Q1,1,Friday
2023-07-06,44,11,72.06,Australia,792.6600000000001,2023Q3,7,Thursday
2023-07-23,778,744,67.34,South America,50100.96,2023Q3,7,Sunday
2023-05-21,196,79,197.62,North America,15611.98,2023Q2,5,Sunday
2023-08-03,832,146,68.01,Asia,9929.460000000001,2023Q3,8,Thursday
2023-02-26,288,217,140.47,Europe,30481.989999999998,2023Q1,2,Sunday
2023-02-06,819,47,33.22,Australia,1561.34,2023Q1,2,Monday
2023-11-02,407,405,178.11,Africa,72134.55,2023Q4,11,Thursday
2023-05-08,693,132,123.43,Australia,16292.76,2023Q2,5,Monday
2023-08-26,974,435,182.43,Europe,79357.05,2023Q3,8,Saturday
2023-06-13,390,341,186.75,Australia,63681.75,2023Q2,6,Tuesday
2023-10-16,701,379,73.11,North America,27708.69,2023Q4,10,Monday
2023-02-27,226,211,136.48,Europe,28797.28,2023Q1,2,Monday
2023-01-15,161,129,181.16,Europe,23369.64,2023Q1,1,Sunday
2023-10-07,410,398,174.66,North America,69514.68,2023Q4,10,Saturday
2023-09-09,465,123,45.52,North America,5598.96,2023Q3,9,Saturday
2023-05-03,494,98,36.6,Africa,3586.8,2023Q2,5,Wednesday
2023-09-07,691,168,137.01,Australia,23017.68,2023Q3,9,Thursday
2023-04-12,199,164,146.2,Africa,23976.8,2023Q2,4,Wednesday
2023-09-24,196,60,140.82,Europe,8449.199999999999,2023Q3,9,Sunday
2023-08-01,589,197,16.16,South America,3183.52,2023Q3,8,Tuesday
2023-11-27,816,266,80.38,South America,21381.079999999998,2023Q4,11,Monday
2023-10-20,343,217,152.9,Africa,33179.3,2023Q4,10,Friday
2023-07-27,865,13,59.59,Australia,774.6700000000001,2023Q3,7,Thursday
2023-10-13,800,361,136.35,Asia,49222.35,2023Q4,10,Friday
2023-05-22,973,75,52.36,Australia,3927.0,2023Q2,5,Monday
2023-05-14,547,14,111.52,Europe,1561.28,2023Q2,5,Sunday
2023-11-14,994,56,52.44,South America,2936.64,2023Q4,11,Tuesday
2023-01-29,975,479,13.7,South America,6562.299999999999,2023Q1,1,Sunday
2023-04-13,831,241,56.02,South America,13500.820000000002,2023Q2,4,Thursday
2023-05-20,886,614,160.75,Australia,98700.5,2023Q2,5,Saturday
2023-11-27,932,799,150.37,Africa,120145.63,2023Q4,11,Monday
2023-04-21,206,164,56.19,Australia,9215.16,2023Q2,4,Friday
2023-07-24,396,316,85.42,Africa,26992.72,2023Q3,7,Monday
2023-05-24,672,435,193.85,Europe,84324.75,2023Q2,5,Wednesday
2023-02-01,412,410,45.42,Africa,18622.2,2023Q1,2,Wednesday
2023-03-17,732,168,7.13,South America,1197.84,2023Q1,3,Friday
2023-02-23,916,461,176.71,Asia,81463.31,2023Q1,2,Thursday
2023-06-15,42,31,185.29,Africa,5743.99,2023Q2,6,Thursday
2023-12-11,741,210,83.03,Africa,17436.3,2023Q4,12,Monday
2023-10-20,37,12,15.88,Europe,190.56,2023Q4,10,Friday
2023-12-03,369,290,74.01,South America,21462.9,2023Q4,12,Sunday
2023-06-26,124,111,66.98,Australia,7434.780000000001,2023Q2,6,Monday
2023-04-25,160,117,127.09,Europe,14869.53,2023Q2,4,Tuesday
2023-03-10,525,50,180.34,Africa,9017.0,2023Q1,3,Friday
2023-06-01,50,4,134.81,North America,539.24,2023Q2,6,Thursday
2023-11-10,864,364,63.02,North America,22939.280000000002,2023Q4,11,Friday
2023-09-22,403,279,162.45,Asia,45323.549999999996,2023Q3,9,Friday
2023-09-05,772,248,152.64,Europe,37854.719999999994,2023Q3,9,Tuesday
2023-05-18,140,135,142.19,Europe,19195.65,2023Q2,5,Thursday
2023-12-29,746,81,79.77,North America,6461.37,2023Q4,12,Friday
2023-11-03,169,13,37.61,Asia,488.93,2023Q4,11,Friday
2023-01-08,266,4,56.86,Europe,227.44,2023Q1,1,Sunday
2023-03-04,324,123,150.89,Africa,18559.469999999998,2023Q1,3,Saturday
2023-05-02,664,271,172.97,Australia,46874.87,2023Q2,5,Tuesday
2023-01-07,785,521,159.59,Asia,83146.39,2023Q1,1,Saturday
2023-05-14,431,260,81.81,Australia,21270.600000000002,2023Q2,5,Sunday
2023-05-06,131,54,96.08,Asia,5188.32,2023Q2,5,Saturday
2023-06-01,466,225,12.21,South America,2747.25,2023Q2,6,Thursday
2023-08-17,817,162,50.95,Europe,8253.9,2023Q3,8,Thursday
2023-07-11,652,248,52.12,North America,12925.76,2023Q3,7,Tuesday
2023-01-18,557,217,122.34,North America,26547.780000000002,2023Q1,1,Wednesday
2023-12-12,828,280,94.7,Asia,26516.0,2023Q4,12,Tuesday
2023-11-26,347,38,146.81,Asia,5578.78,2023Q4,11,Sunday
2023-03-18,817,5,149.28,Africa,746.4,2023Q1,3,Saturday
2023-09-26,973,71,132.65,North America,9418.15,2023Q3,9,Tuesday
2023-10-03,487,424,71.7,Africa,30400.800000000003,2023Q4,10,Tuesday
2023-04-21,230,128,138.73,Asia,17757.44,2023Q2,4,Friday
2023-09-29,817,242,45.26,South America,10952.92,2023Q3,9,Friday
2023-12-03,163,48,160.66,Asia,7711.68,2023Q4,12,Sunday
2023-08-14,381,281,114.17,Australia,32081.77,2023Q3,8,Monday
2023-11-13,465,460,186.44,South America,85762.4,2023Q4,11,Monday
2023-11-09,986,632,89.82,South America,56766.24,2023Q4,11,Thursday
2023-06-01,46,36,66.95,South America,2410.2000000000003,2023Q2,6,Thursday
2023-04-21,383,8,45.06,Europe,360.48,2023Q2,4,Friday
2023-05-26,284,65,78.03,Asia,5071.95,2023Q2,5,Friday
2023-02-06,513,457,99.86,Europe,45636.02,2023Q1,2,Monday
2023-12-15,876,289,65.05,South America,18799.45,2023Q4,12,Friday
2023-09-03,914,278,15.42,Australia,4286.76,2023Q3,9,Sunday
2023-07-17,55,36,145.46,Asia,5236.56,2023Q3,7,Monday
2023-06-22,606,456,88.04,Europe,40146.240000000005,2023Q2,6,Thursday
2023-09-29,470,146,162.73,North America,23758.579999999998,2023Q3,9,Friday
2023-01-25,207,0,0.0,Australia,0.0,2023Q1,1,Wednesday
2023-06-14,890,259,124.47,Australia,32237.73,2023Q2,6,Wednesday
2023-03-28,452,114,15.08,Australia,1719.1200000000001,2023Q1,3,Tuesday
2023-09-11,146,131,198.21,North America,25965.510000000002,2023Q3,9,Monday
2023-04-01,947,867,155.55,Africa,134861.85,2023Q2,4,Saturday
2023-05-21,61,31,85.3,North America,2644.2999999999997,2023Q2,5,Sunday
2023-11-13,733,526,47.94,Africa,25216.44,2023Q4,11,Monday
2023-11-16,49,26,148.97,Australia,3873.22,2023Q4,11,Thursday
2023-06-29,474,83,58.17,Africa,4828.110000000001,2023Q2,6,Thursday
2023-12-15,279,55,82.68,Asia,4547.400000000001,2023Q4,12,Friday
2023-08-17,182,79,41.58,South America,3284.8199999999997,2023Q3,8,Thursday
2023-01-10,696,302,67.2,North America,20294.4,2023Q1,1,Tuesday
2023-07-13,854,498,86.89,Africa,43271.22,2023Q3,7,Thursday
2023-08-17,83,41,141.36,Europe,5795.76,2023Q3,8,Thursday
2023-12-19,907,869,50.0,Africa,43450.0,2023Q4,12,Tuesday
2023-05-22,366,115,57.88,Africa,6656.200000000001,2023Q2,5,Monday
2023-02-06,424,357,26.63,Australia,9506.91,2023Q1,2,Monday
2023-04-21,428,140,51.79,Europe,7250.599999999999,2023Q2,4,Friday
2023-03-29,898,395,147.44,Asia,58238.799999999996,2023Q1,3,Wednesday
2023-12-09,270,170,189.8,North America,32266.000000000004,2023Q4,12,Saturday
2023-10-03,650,440,143.38,South America,63087.2,2023Q4,10,Tuesday
2023-05-12,981,58,29.68,North America,1721.44,2023Q2,5,Friday
2023-11-30,512,145,55.5,Asia,8047.5,2023Q4,11,Thursday
2023-06-20,426,37,168.01,South America,6216.37,2023Q2,6,Tuesday
2023-08-10,316,237,5.85,North America,1386.4499999999998,2023Q3,8,Thursday
2023-02-01,494,185,163.41,South America,30230.85,2023Q1,2,Wednesday
2023-12-15,605,384,139.44,Africa,53544.96,2023Q4,12,Friday
2023-06-03,347,241,65.97,North America,15898.77,2023Q2,6,Saturday
2023-02-10,39,20,192.72,Africa,3854.4,2023Q1,2,Friday
2023-06-25,985,862,20.98,North America,18084.760000000002,2023Q2,6,Sunday
2023-09-04,692,495,7.61,Africa,3766.9500000000003,2023Q3,9,Monday
2023-09-16,759,45,134.68,Asia,6060.6,2023Q3,9,Saturday
2023-06-30,304,224,31.26,Africa,7002.240000000001,2023Q2,6,Friday
2023-05-28,411,109,129.95,Africa,14164.55,2023Q2,5,Sunday
2023-07-11,442,317,172.27,South America,54609.590000000004,2023Q3,7,Tuesday
2023-08-29,999,875,79.34,North America,69422.5,2023Q3,8,Tuesday
2023-10-01,950,672,94.53,Africa,63524.16,2023Q4,10,Sunday
2023-07-29,918,876,41.42,South America,36283.92,2023Q3,7,Saturday
2023-06-02,24,5,69.13,Africa,345.65,2023Q2,6,Friday
2023-08-05,621,243,39.65,Africa,9634.949999999999,2023Q3,8,Saturday
2023-02-08,328,106,84.27,Asia,8932.619999999999,2023Q1,2,Wednesday
2023-12-31,814,219,149.6,North America,32762.399999999998,2023Q4,12,Sunday
2023-03-07,338,105,48.44,Europe,5086.2,2023Q1,3,Tuesday
2023-11-21,712,590,140.49,Africa,82889.1,2023Q4,11,Tuesday
2023-11-15,143,129,156.05,Africa,20130.45,2023Q4,11,Wednesday
2023-03-19,197,176,197.34,North America,34731.840000000004,2023Q1,3,Sunday
2023-01-23,583,400,48.35,Africa,19340.0,2023Q1,1,Monday
2023-01-31,742,183,13.99,North America,2560.17,2023Q1,1,Tuesday
2023-07-23,132,63,81.07,Europe,5107.41,2023Q3,7,Sunday
2023-01-27,215,9,109.39,North America,984.51,2023Q1,1,Friday
2023-09-13,960,521,195.81,Australia,102017.01,2023Q3,9,Wednesday
2023-12-09,1000,900,132.33,South America,119097.00000000001,2023Q4,12,Saturday
2023-11-05,500,184,15.26,Europe,2807.84,2023Q4,11,Sunday
2023-04-02,215,178,168.57,South America,30005.46,2023Q2,4,Sunday
2023-09-12,157,99,74.81,North America,7406.1900000000005,2023Q3,9,Tuesday
2023-01-29,933,475,72.04,South America,34219.0,2023Q1,1,Sunday
2023-05-23,492,306,73.55,South America,22506.3,2023Q2,5,Tuesday
2023-02-16,741,638,148.51,Europe,94749.37999999999,2023Q1,2,Thursday
2023-09-07,493,284,156.48,Europe,44440.32,2023Q3,9,Thursday
2023-09-06,885,424,89.54,Asia,37964.96,2023Q3,9,Wednesday
2023-05-12,17,3,5.46,Africa,16.38,2023Q2,5,Friday
2023-04-03,697,34,97.64,South America,3319.76,2023Q2,4,Monday
2023-10-31,364,178,69.0,Africa,12282.0,2023Q4,10,Tuesday
2023-05-25,431,30,190.62,Asia,5718.6,2023Q2,5,Thursday
2023-01-18,575,517,178.3,Australia,92181.1,2023Q1,1,Wednesday
2023-10-21,488,311,156.4,Europe,48640.4,2023Q4,10,Saturday
2023-09-04,562,509,28.94,North America,14730.460000000001,2023Q3,9,Monday
2023-08-07,837,391,96.8,Australia,37848.799999999996,2023Q3,8,Monday
2023-11-07,569,380,125.23,Europe,47587.4,2023Q4,11,Tuesday
2023-01-04,395,300,61.96,Africa,18588.0,2023Q1,1,Wednesday
2023-08-19,935,156,44.0,Africa,6864.0,2023Q3,8,Saturday
2023-11-29,63,19,18.65,South America,354.34999999999997,2023Q4,11,Wednesday
2023-08-01,127,83,94.01,Asia,7802.830000000001,2023Q3,8,Tuesday
2023-02-02,488,343,33.64,Australia,11538.52,2023Q1,2,Thursday
2023-08-12,534,342,23.46,Europe,8023.320000000001,2023Q3,8,Saturday
2023-07-28,848,388,57.04,South America,22131.52,2023Q3,7,Friday
